Time[s], Channel 7
5.807346, 1
5.807348, 0
5.807368, 1
5.807374, 0
5.898168, 1
5.947006, 0
5.947008, 1
5.94701, 0
5.947018, 1
5.94702, 0
5.947028, 1
5.94703, 0
5.94704, 1
5.947044, 0
6.036934, 1
6.08919, 0
6.089192, 1
6.089194, 0
6.0892, 1
6.089204, 0
6.089216, 1
6.089218, 0
6.089222, 1
6.08923, 0
6.089256, 1
6.089258, 0
6.181204, 1
6.23034, 0
6.230342, 1
6.230344, 0
6.23035, 1
6.230354, 0
6.230374, 1
6.230378, 0
6.230406, 1
6.230408, 0
6.320908, 1
6.373014, 0
6.373016, 1
6.373018, 0
6.373026, 1
6.373028, 0
6.373048, 1
6.373054, 0
6.37308, 1
6.373082, 0
6.463952, 1
6.51275, 0
6.512752, 1
6.512754, 0
6.512762, 1
6.512764, 0
6.512772, 1
6.512774, 0
6.512784, 1
6.512788, 0
6.602422, 1
6.654462, 0
6.654464, 1
6.654466, 0
6.654472, 1
6.654476, 0
6.654494, 1
6.654502, 0
6.654526, 1
6.65453, 0
6.745162, 1
6.793668, 0
6.79367, 1
6.793672, 0
6.793678, 1
6.793682, 0
6.79369, 1
6.793692, 0
6.7937, 1
6.793706, 0
6.793734, 1
6.793736, 0
6.883268, 1
6.935254, 0
6.935256, 1
6.935258, 0
6.935266, 1
6.935268, 0
6.935288, 1
6.935294, 0
6.93532, 1
6.935322, 0
7.026556, 1
7.075214, 0
7.07522, 1
7.075224, 0
7.075242, 1
7.075248, 0
7.165668, 1
7.217872, 0
7.217874, 1
7.217876, 0
7.217884, 1
7.217886, 0
7.217898, 1
7.2179, 0
7.217906, 1
7.217912, 0
7.217938, 1
7.21794, 0
7.308932, 1
7.357334, 0
7.357336, 1
7.357338, 0
7.357344, 1
7.357348, 0
7.357366, 1
7.357372, 0
7.357398, 1
7.3574, 0
7.446606, 1
7.497898, 0
7.4979, 1
7.497904, 0
7.49791, 1
7.497912, 0
7.497924, 1
7.497926, 0
7.497932, 1
7.497938, 0
7.497964, 1
7.497966, 0
7.588128, 1
7.636384, 0
7.636386, 1
7.636388, 0
7.636396, 1
7.636398, 0
7.636416, 1
7.636422, 0
7.725052, 1
7.776394, 0
7.7764, 1
7.776402, 0
7.776422, 1
7.776428, 0
7.776454, 1
7.776456, 0
7.86621, 1
7.914058, 0
7.91406, 1
7.914064, 0
7.91407, 1
7.914072, 0
7.914092, 1
7.914098, 0
8.002484, 1
8.053614, 0
8.05362, 1
8.053624, 0
8.053642, 1
8.053648, 0
8.053674, 1
8.053676, 0
8.143564, 1
8.19123, 0
8.191232, 1
8.191234, 0
8.19124, 1
8.191244, 0
8.191262, 1
8.191268, 0
8.27945, 1
8.330588, 0
8.33059, 1
8.330594, 0
8.3306, 1
8.330602, 0
8.330622, 1
8.330628, 0
8.330654, 1
8.330656, 0
8.420348, 1
8.46833, 0
8.468336, 1
8.46834, 0
8.468358, 1
8.468364, 0
8.557086, 1
8.608424, 0
8.608426, 1
8.608428, 0
8.608434, 1
8.608438, 0
8.60845, 1
8.608452, 0
8.608456, 1
8.608464, 0
8.608488, 1
8.608492, 0
8.69786, 1
8.745582, 0
8.745584, 1
8.745588, 0
8.745594, 1
8.745596, 0
8.745608, 1
8.74561, 0
8.745616, 1
8.74562, 0
8.745648, 1
8.74565, 0
8.833692, 1
8.884918, 0
8.88492, 1
8.884924, 0
8.88493, 1
8.884932, 0
8.884952, 1
8.884958, 0
8.884984, 1
8.884986, 0
8.973426, 1
9.020964, 0
9.020966, 1
9.02097, 0
9.020976, 1
9.020978, 0
9.020998, 1
9.021004, 0
9.02103, 1
9.021032, 0
9.109228, 1
9.16067, 0
9.160672, 1
9.160674, 0
9.16068, 1
9.160684, 0
9.160702, 1
9.160708, 0
9.160734, 1
9.160738, 0
9.248734, 1
9.296452, 0
9.296454, 1
9.296456, 0
9.296464, 1
9.296466, 0
9.296486, 1
9.29649, 0
9.296516, 1
9.296518, 0
9.383734, 1
9.434924, 0
9.434926, 1
9.434928, 0
9.434934, 1
9.434938, 0
9.434956, 1
9.434964, 0
9.434988, 1
9.434992, 0
9.523338, 1
9.570708, 0
9.57071, 1
9.570712, 0
9.570718, 1
9.570722, 0
9.57074, 1
9.570746, 0
9.570772, 1
9.570774, 0
9.658392, 1
9.708882, 0
9.708884, 1
9.708886, 0
9.708892, 1
9.708896, 0
9.708914, 1
9.70892, 0
9.708946, 1
9.70895, 0
9.797106, 1
9.844272, 0
9.844278, 1
9.844282, 0
9.8443, 1
9.844306, 0
9.931138, 1
9.98119, 0
9.981192, 1
9.981196, 0
9.981202, 1
9.981204, 0
9.981216, 1
9.981218, 0
9.981222, 1
9.98123, 0
9.981256, 1
9.981258, 0
10.06896, 1
10.115728, 0
10.11573, 1
10.115732, 0
10.115738, 1
10.115742, 0
10.11576, 1
10.115766, 0
10.115792, 1
10.115794, 0
10.201832, 1
10.251664, 0
10.251666, 1
10.25167, 0
10.251676, 1
10.251678, 0
10.25169, 1
10.251692, 0
10.251698, 1
10.251704, 0
10.25173, 1
10.251732, 0
10.339388, 1
10.385928, 0
10.385934, 1
10.385938, 0
10.385956, 1
10.385962, 0
10.472394, 1
10.52237, 0
10.522372, 1
10.522374, 0
10.522382, 1
10.522384, 0
10.522396, 1
10.522398, 0
10.522404, 1
10.52241, 0
10.522434, 1
10.522438, 0
10.609728, 1
10.656596, 0
10.656598, 1
10.656602, 0
10.656608, 1
10.65661, 0
10.65663, 1
10.656636, 0
10.656662, 1
10.656664, 0
10.742714, 1
10.792386, 0
10.792388, 1
10.79239, 0
10.792398, 1
10.7924, 0
10.792412, 1
10.792414, 0
10.79242, 1
10.792426, 0
10.792452, 1
10.792454, 0
10.879884, 1
10.926674, 0
10.926676, 1
10.926678, 0
10.926684, 1
10.926688, 0
10.926708, 1
10.926712, 0
10.926738, 1
10.926742, 0
11.012758, 1
11.06262, 0
11.062622, 1
11.062624, 0
11.062632, 1
11.062634, 0
11.062652, 1
11.06266, 0
11.062686, 1
11.062688, 0
11.15011, 1
11.19674, 0
11.196742, 1
11.196746, 0
11.196752, 1
11.196754, 0
11.196766, 1
11.196768, 0
11.196774, 1
11.196778, 0
11.196806, 1
11.196808, 0
11.283266, 1
11.33338, 0
11.333382, 1
11.333384, 0
11.33339, 1
11.333394, 0
11.333412, 1
11.333418, 0
11.333444, 1
11.333448, 0
11.421008, 1
11.467674, 0
11.467676, 1
11.467678, 0
11.467684, 1
11.467688, 0
11.467708, 1
11.467712, 0
11.553844, 1
11.603888, 0
11.60389, 1
11.603892, 0
11.6039, 1
11.603902, 0
11.603914, 1
11.603916, 0
11.603922, 1
11.603928, 0
11.603954, 1
11.603956, 0
11.691874, 1
11.738312, 0
11.738314, 1
11.738318, 0
11.738324, 1
11.738326, 0
11.738346, 1
11.738352, 0
11.738378, 1
11.73838, 0
11.823978, 1
11.873738, 0
11.87374, 1
11.873742, 0
11.87375, 1
11.873752, 0
11.873764, 1
11.873766, 0
11.873772, 1
11.873778, 0
11.873804, 1
11.873806, 0
11.96099, 1
12.00767, 0
12.007672, 1
12.007674, 0
12.007682, 1
12.007684, 0
12.007704, 1
12.007708, 0
12.007734, 1
12.007738, 0
12.093804, 1
12.143834, 0
12.143836, 1
12.143838, 0
12.143844, 1
12.143848, 0
12.143866, 1
12.143874, 0
12.143898, 1
12.143902, 0
12.231728, 1
12.278538, 0
12.27854, 1
12.278542, 0
12.27855, 1
12.278552, 0
12.27857, 1
12.278576, 0
12.278602, 1
12.278606, 0
12.364908, 1
12.414978, 0
12.41498, 1
12.414982, 0
12.41499, 1
12.414992, 0
12.41501, 1
12.415018, 0
12.415042, 1
12.415046, 0
12.502096, 1
12.548286, 0
12.548288, 1
12.54829, 0
12.548296, 1
12.5483, 0
12.54832, 1
12.548324, 0
12.63341, 1
12.682828, 0
12.68283, 1
12.682832, 0
12.682838, 1
12.682842, 0
12.68286, 1
12.682868, 0
12.682894, 1
12.682896, 0
12.769204, 1
12.814914, 0
12.814916, 1
12.814918, 0
12.814924, 1
12.814928, 0
12.814946, 1
12.814952, 0
12.814978, 1
12.81498, 0
12.899792, 1
12.948542, 0
12.948544, 1
12.948546, 0
12.948552, 1
12.948556, 0
12.948574, 1
12.948582, 0
12.948606, 1
12.94861, 0
13.033538, 1
13.078864, 0
13.078866, 1
13.078868, 0
13.078874, 1
13.078878, 0
13.078896, 1
13.078902, 0
13.162292, 1
13.210634, 0
13.210636, 1
13.210638, 0
13.210644, 1
13.210648, 0
13.210666, 1
13.210674, 0
13.210698, 1
13.210702, 0
13.29469, 1
13.339688, 0
13.33969, 1
13.339694, 0
13.3397, 1
13.339702, 0
13.339722, 1
13.339728, 0
13.339754, 1
13.339756, 0
13.42247, 1
13.470368, 0
13.470374, 1
13.470376, 0
13.470396, 1
13.470402, 0
13.470428, 1
13.47043, 0
13.554524, 1
13.599736, 0
13.599738, 1
13.59974, 0
13.599746, 1
13.59975, 0
13.599768, 1
13.599774, 0
13.5998, 1
13.599802, 0
13.682434, 1
13.730342, 0
13.730344, 1
13.730346, 0
13.730354, 1
13.730356, 0
13.730364, 1
13.730366, 0
13.730376, 1
13.730382, 0
13.730408, 1
13.73041, 0
13.814418, 1
13.859502, 0
13.859504, 1
13.859506, 0
13.859512, 1
13.859516, 0
13.859534, 1
13.85954, 0
13.859566, 1
13.859568, 0
13.941946, 1
13.98949, 0
13.989492, 1
13.989494, 0
13.9895, 1
13.989504, 0
13.989516, 1
13.989518, 0
13.989522, 1
13.98953, 0
13.989556, 1
13.989558, 0
14.073166, 1
14.118332, 0
14.118334, 1
14.118338, 0
14.118344, 1
14.118346, 0
14.118358, 1
14.11836, 0
14.118366, 1
14.11837, 0
14.118398, 1
14.1184, 0
14.20199, 1
14.250618, 0
14.25062, 1
14.250622, 0
14.250628, 1
14.250632, 0
14.25065, 1
14.250658, 0
14.250682, 1
14.250686, 0
14.335824, 1
14.381616, 0
14.381618, 1
14.38162, 0
14.381626, 1
14.38163, 0
14.381648, 1
14.381654, 0
14.38168, 1
14.381682, 0
14.466208, 1
14.515262, 0
14.515268, 1
14.515272, 0
14.51529, 1
14.515296, 0
14.601478, 1
14.647752, 0
14.647754, 1
14.647758, 0
14.647764, 1
14.647766, 0
14.647786, 1
14.64779, 0
14.733642, 1
14.78362, 0
14.783622, 1
14.783626, 0
14.783632, 1
14.783634, 0
14.783646, 1
14.783648, 0
14.783654, 1
14.78366, 0
14.783686, 1
14.783688, 0
14.87128, 1
14.918078, 0
14.91808, 1
14.918082, 0
14.918088, 1
14.918092, 0
14.918112, 1
14.918116, 0
15.00447, 1
15.05477, 0
15.054772, 1
15.054774, 0
15.05478, 1
15.054784, 0
15.054802, 1
15.05481, 0
15.143558, 1
15.191394, 0
15.191396, 1
15.191398, 0
15.191404, 1
15.191408, 0
15.191426, 1
15.191432, 0
15.191458, 1
15.19146, 0
15.281646, 1
15.334276, 0
15.334282, 1
15.334284, 0
15.334304, 1
15.33431, 0
15.334336, 1
15.334338, 0
15.428238, 1
15.478966, 0
15.478968, 1
15.47897, 0
15.478976, 1
15.47898, 0
15.478998, 1
15.479004, 0
15.572538, 1
15.62641, 0
15.626412, 1
15.626414, 0
15.62642, 1
15.626424, 0
15.626442, 1
15.62645, 0
15.626476, 1
15.626478, 0
15.721154, 1
15.771774, 0
15.771776, 1
15.77178, 0
15.771786, 1
15.771788, 0
15.771808, 1
15.771814, 0
15.77184, 1
15.771842, 0
15.865666, 1
15.919266, 0
15.919268, 1
15.91927, 0
15.919276, 1
15.91928, 0
15.919298, 1
15.919306, 0
15.91933, 1
15.919334, 0
16.013194, 1
16.063084, 0
16.063086, 1
16.063088, 0
16.063096, 1
16.063098, 0
16.06311, 1
16.063112, 0
16.063118, 1
16.063122, 0
16.153808, 1
16.207004, 0
16.207006, 1
16.207008, 0
16.207014, 1
16.207018, 0
16.207036, 1
16.207044, 0
16.297234, 1
16.344982, 0
16.344984, 1
16.344988, 0
16.344994, 1
16.344998, 0
16.345016, 1
16.345022, 0
16.345048, 1
16.34505, 0
16.433148, 1
16.484064, 0
16.484066, 1
16.48407, 0
16.484076, 1
16.484078, 0
16.48409, 1
16.484092, 0
16.484098, 1
16.484104, 0
16.48413, 1
16.484132, 0
16.572368, 1
16.618906, 0
16.618908, 1
16.618912, 0
16.618918, 1
16.61892, 0
16.61894, 1
16.618946, 0
16.618972, 1
16.618974, 0
16.705018, 1
16.754766, 0
16.754768, 1
16.75477, 0
16.754778, 1
16.75478, 0
16.754792, 1
16.754794, 0
16.7548, 1
16.754806, 0
16.754832, 1
16.754834, 0
16.842054, 1
16.88844, 0
16.888442, 1
16.888444, 0
16.88845, 1
16.888454, 0
16.888472, 1
16.888478, 0
16.973828, 1
17.023112, 0
17.023114, 1
17.023118, 0
17.023124, 1
17.023126, 0
17.023146, 1
17.023152, 0
17.023178, 1
17.02318, 0
17.109178, 1
17.154908, 0
17.15491, 1
17.154912, 0
17.154918, 1
17.154922, 0
17.15494, 1
17.154946, 0
17.154974, 1
17.154976, 0
17.239164, 1
17.287918, 0
17.28792, 1
17.287922, 0
17.28793, 1
17.287932, 0
17.287944, 1
17.287946, 0
17.287952, 1
17.287958, 0
17.287984, 1
17.287986, 0
17.3734, 1
17.419084, 0
17.419086, 1
17.419088, 0
17.419096, 1
17.419098, 0
17.419106, 1
17.419108, 0
17.419118, 1
17.419122, 0
17.503276, 1
17.552036, 0
17.552038, 1
17.55204, 0
17.552048, 1
17.55205, 0
17.552062, 1
17.552064, 0
17.552068, 1
17.552076, 0
17.552102, 1
17.552104, 0
17.63689, 1
17.681954, 0
17.681956, 1
17.681958, 0
17.681964, 1
17.681968, 0
17.681986, 1
17.681992, 0
17.68202, 1
17.682022, 0
17.764886, 1
17.813002, 0
17.813004, 1
17.813006, 0
17.813014, 1
17.813016, 0
17.813028, 1
17.81303, 0
17.813034, 1
17.813042, 0
17.813068, 1
17.81307, 0
17.897624, 1
17.943274, 0
17.943276, 1
17.943278, 0
17.943286, 1
17.943288, 0
17.943308, 1
17.943312, 0
18.02738, 1
18.075736, 0
18.075738, 1
18.07574, 0
18.075746, 1
18.07575, 0
18.075768, 1
18.075776, 0
18.0758, 1
18.075804, 0
18.16095, 1
18.206354, 0
18.206356, 1
18.206358, 0
18.206364, 1
18.206368, 0
18.206386, 1
18.206392, 0
18.206418, 1
18.20642, 0
18.290482, 1
18.339386, 0
18.339392, 1
18.339396, 0
18.339414, 1
18.339422, 0
18.339446, 1
18.33945, 0
18.424958, 1
18.46987, 0
18.469876, 1
18.46988, 0
18.469898, 1
18.469904, 0
18.46993, 1
18.469932, 0
18.5533, 1
18.602072, 0
18.602074, 1
18.602076, 0
18.602084, 1
18.602086, 0
18.602094, 1
18.602096, 0
18.602098, 1
18.6021, 0
18.602104, 1
18.602112, 0
18.68685, 1
18.73263, 0
18.732632, 1
18.732636, 0
18.732642, 1
18.732646, 0
18.732664, 1
18.73267, 0
18.817498, 1
18.867084, 0
18.867086, 1
18.867088, 0
18.867094, 1
18.867098, 0
18.867116, 1
18.867124, 0
18.954882, 1
19.00179, 0
19.001792, 1
19.001796, 0
19.001802, 1
19.001804, 0
19.001816, 1
19.001818, 0
19.001824, 1
19.001828, 0
19.001856, 1
19.001858, 0
19.089216, 1
19.140308, 0
19.14031, 1
19.140312, 0
19.140318, 1
19.140322, 0
19.14034, 1
19.140348, 0
19.140372, 1
19.140376, 0
19.22929, 1
19.276462, 0
19.276464, 1
19.276466, 0
19.276472, 1
19.276476, 0
19.276494, 1
19.2765, 0
19.276526, 1
19.276528, 0
19.363244, 1
19.413414, 0
19.413416, 1
19.413418, 0
19.413424, 1
19.413428, 0
19.413446, 1
19.413452, 0
19.413478, 1
19.41348, 0
19.500594, 1
19.546768, 0
19.54677, 1
19.546772, 0
19.546778, 1
19.546782, 0
19.5468, 1
19.546806, 0
19.546832, 1
19.546834, 0
19.632176, 1
19.681458, 0
19.681464, 1
19.681468, 0
19.681486, 1
19.681492, 0
19.681518, 1
19.68152, 0
19.767486, 1
19.813294, 0
19.813296, 1
19.813298, 0
19.813306, 1
19.813308, 0
19.813328, 1
19.813332, 0
19.81336, 1
19.813362, 0
19.898046, 1
19.947018, 0
19.94702, 1
19.947022, 0
19.947028, 1
19.947032, 0
19.94705, 1
19.947056, 0
19.947082, 1
19.947086, 0
20.032636, 1
20.078192, 0
20.078194, 1
20.078196, 0
20.078202, 1
20.078206, 0
20.078224, 1
20.07823, 0
